cause,d,executed_code_modular_addition_factor,missing_factor_code_over_paper,n,paper_derivation_modular_addition_factor,paper_reported_implementation_class,q,source_verified_implementation_class
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3794688,15.934426229508198,972,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3798592,15.950819672131148,973,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3802496,15.967213114754099,974,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3806400,15.98360655737705,975,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3810304,16.0,976,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3876736,15.758064516129032,977,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3880704,15.774193548387096,978,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3884672,15.790322580645162,979,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3888640,15.806451612903226,980,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3892608,15.82258064516129,981,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3896576,15.838709677419354,982,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3900544,15.85483870967742,983,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3904512,15.870967741935484,984,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3908480,15.887096774193548,985,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3912448,15.903225806451612,986,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3916416,15.919354838709678,987,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3920384,15.935483870967742,988,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3924352,15.951612903225806,989,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3928320,15.96774193548387,990,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3932288,15.983870967741936,991,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3936256,16.0,992,246016,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4003776,15.761904761904763,993,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4007808,15.777777777777779,994,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4011840,15.793650793650794,995,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4015872,15.80952380952381,996,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4019904,15.825396825396826,997,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4023936,15.841269841269842,998,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4027968,15.857142857142858,999,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4032000,15.873015873015873,1000,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4036032,15.88888888888889,1001,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4040064,15.904761904761905,1002,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4044096,15.920634920634921,1003,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4048128,15.936507936507937,1004,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4052160,15.952380952380953,1005,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4056192,15.968253968253968,1006,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4060224,15.984126984126984,1007,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4064256,16.0,1008,254016,O(n^(5/2) log n),63,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4132864,15.765625,1009,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4136960,15.78125,1010,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4141056,15.796875,1011,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4145152,15.8125,1012,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4149248,15.828125,1013,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4153344,15.84375,1014,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4157440,15.859375,1015,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4161536,15.875,1016,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4165632,15.890625,1017,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4169728,15.90625,1018,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4173824,15.921875,1019,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4177920,15.9375,1020,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4182016,15.953125,1021,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4186112,15.96875,1022,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4190208,15.984375,1023,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,4194304,16.0,1024,262144,O(n^(5/2) log n),64,Theta(n^3 log n)
